Monster		Members	Combat level	Hitpoints	Attack level	Defence level	Magic level	Ranged level	Stab defence	Slash defence	Crush defence	Magic defence	Light Ranged defence	Standard Ranged defence	Heavy Ranged defence
Eldric the Ice King	Eldric the Ice King	Members	350	600	300	100	100	150	12	12	0	700	700	700	700
Branda the Fire Queen	Branda the Fire Queen	Members	350	600	300	100	100	150	12	12	0	700	700	700	700
Abyssal Sire - Phase 1	Abyssal Sire Phase 1	Members	350	400	180	250	200	1	40	60	50	20	60	60	60
Menaphite Akh	Menaphite Akh	Members	351	480	150	140	150	150	5	30	30	280	180	180	180
Basilisk Sentinel	Basilisk Sentinel	Members	358	520	274	274	274	1	50	50	10	50	10	10	10
Ba-Ba	Ba-Ba	Members	359	380	150	80	100	0	80	160	240	280	200	200	120
Ket-Zek - Spawn point	Ket-Zek Spawn point	Members	360	160	320	240	240	480	0	0	0	0	0	0	0
Ket-Zek - Standard	Ket-Zek Standard	Members	360	160	320	240	240	480	0	0	0	0	0	0	0
The Jormungand	The Jormungand	Members	363	600	214	214	214	214	50	50	10	50	50	50	50
The Everlasting - Hard	The Everlasting Hard	Members	365	255	374	120	1	1	0	0	0	0	0	0	0
Strange Creature - Melee	Strange Creature Melee	Members	368	550	280	200	150	280	110	90	80	-10	160	160	160
Strange Creature - Post-shield	Strange Creature Post-shield	Members	368	550	280	200	179	335	110	90	80	280	0	0	0
Strange Creature - Ranged	Strange Creature Ranged	Members	368	550	280	200	150	280	110	90	80	280	0	0	0
Strange Creature - Shielded	Strange Creature Shielded	Members	368	75	280	200	180	336	110	90	80	280	0	0	0
Jal-Xil	Jal-Xil	Members	370	125	140	60	90	250	0	0	0	0	0	0	0
Zebak	Zebak	Members	371	580	250	70	100	120	160	160	260	200	110	110	110
Night beast	Night beast	Members	374	550	270	220	300	1	75	80	200	190	200	200	200
Arianwyn - Hard	Arianwyn Hard	Members	378	300	0	102	102	552	80	80	80	260	180	180	180
Champion of Scabaras	Champion of Scabaras	Members	379	600	160	160	160	0	120	160	160	340	5	5	5
Rune dragon (Construction)	Rune dragon (Construction)	Members	380	330	284	276	196	246	20	115	90	30	95	95	65
Barrelchest - Hard	Barrelchest Hard	Members	380	255	306	140	162	1	0	0	0	0	0	0	0
Rune dragon	Rune dragon	Members	380	330	284	276	196	246	20	115	90	30	95	95	65
Guardian Drake	Guardian Drake	Members	386	630	270	200	300	240	60	100	100	20	150	150	150
Vorkath - Dragon Slayer II	Vorkath Dragon Slayer II	Members	392	460	560	164	148	268	66	126	126	204	80	80	80
Essyllt - Hard	Essyllt Hard	Members	395	320	408	104	104	512	40	40	20	30	120	120	120
Revenant maledictus	Revenant maledictus	Members	397	1250	106	90	130	130	201	206	188	101	231	231	231
Nylocas Prinkipas - Magic	Nylocas Prinkipas Magic	Members	400	400	200	25	25	175	0	0	0	0	0	0	0
Nylocas Prinkipas - Ranged	Nylocas Prinkipas Ranged	Members	400	400	200	25	25	175	0	0	0	0	0	0	0
Nylocas Prinkipas - Melee	Nylocas Prinkipas Melee	Members	400	400	200	25	25	175	0	0	0	0	0	0	0
Verzik Vitur - Entry mode, Phase 1	Verzik Vitur Entry mode, Phase 1	Members	425	1200	180	10	180	180	10	10	10	10	10	10	10
Alchemical Hydra - Electric	Alchemical Hydra Electric	Members	426	1100	100	100	260	260	75	150	150	150	45	45	45
Alchemical Hydra - Fire	Alchemical Hydra Fire	Members	426	1100	100	100	260	260	75	150	150	150	45	45	45
Alchemical Hydra - Serpentine	Alchemical Hydra Serpentine	Members	426	1100	100	100	260	260	75	150	150	150	45	45	45
Alchemical Hydra - Extinguished	Alchemical Hydra Extinguished	Members	426	1100	100	100	260	260	75	150	150	150	45	45	45
Glough	Glough	Members	431	575	260	248	250	262	0	0	0	0	0	0	0
The Untouchable - Hard	The Untouchable Hard	Members	440	180	374	434	1	1	0	0	0	0	0	0	0
Tormented Demon - 1	Tormented Demon 1	Members	450	600	255	150	255	255	75	175	68	5	140	150	90
Tormented Demon - 4	Tormented Demon 4	Members	450	600	255	150	255	255	75	175	68	5	140	150	90
Tormented Demon - 3	Tormented Demon 3	Members	450	600	255	150	255	255	75	175	68	5	140	150	90
Tormented Demon - 2	Tormented Demon 2	Members	450	600	255	150	255	255	75	175	68	5	140	150	90
Vet'ion - Enraged	Vet'ion Enraged	Members	454	255	430	395	300	1	201	200	-10	250	270	270	270
Vet'ion - Normal	Vet'ion Normal	Members	454	255	430	395	300	1	201	200	-10	250	270	270	270
Vanstrom Klause - Sins of the Father	Vanstrom Klause Sins of the Father	Members	459	750	0	180	180	0	34	34	34	34	34	34	34
Venenatis	Venenatis	Members	464	850	300	321	300	350	100	100	10	300	150	150	150
Venenatis (PvM Arena)	Venenatis (PvM Arena)	Members	464	255	470	490	150	1	260	260	260	850	100	100	100
Magic Mark	Magic Mark	Members	467	1500	10	30	175	0	25	25	25	150	10	10	10
Callisto (PvM Arena)	Callisto (PvM Arena)	Members	470	255	350	440	1	1	135	104	175	900	230	230	230
Callisto	Callisto	Members	470	1000	350	225	140	200	150	130	125	0	50	50	50
Ranging Ro	Ranging Ro	Members	473	1500	10	100	15	150	100	100	100	200	100	100	100
Verzik Vitur - Entry mode, Phase 2	Verzik Vitur Entry mode, Phase 2	Members	488	1600	200	120	180	180	40	20	40	40	180	180	180
Tumeken's Warden - Core-ejected	Tumeken's Warden Core-ejected	Members	489	4500	300	100	190	190	70	70	70	-30	70	70	70
Elidinis' Warden - Active	Elidinis' Warden Active	Members	489	140	300	100	190	190	70	70	70	-30	70	70	70
Tumeken's Warden - Active	Tumeken's Warden Active	Members	489	140	300	100	190	190	70	70	70	-30	70	70	70
Elidinis' Warden - Core-ejected	Elidinis' Warden Core-ejected	Members	489	4500	300	100	190	190	70	70	70	-30	70	70	70
Jal-Zek	Jal-Zek	Members	490	220	370	260	300	510	0	0	0	0	0	0	0
Jhallan	Jhallan	Members	491	1500	250	250	250	0	200	200	200	300	200	200	200
Fragment of Seren	Fragment of Seren	Members	494	1000	242	102	102	235	320	220	320	10	480	480	480
Verzik Vitur - Entry mode, Phase 3	Verzik Vitur Entry mode, Phase 3	Members	512	2400	180	120	180	180	30	10	30	60	100	100	100
Balance Elemental - Magic	Balance Elemental Magic	Members	524	750	275	275	275	275	5	0	-40	-40	5	0	-40
Balance Elemental - Ranged	Balance Elemental Ranged	Members	524	750	275	275	275	275	5	0	-40	-40	5	0	-40
Balance Elemental - Melee	Balance Elemental Melee	Members	524	750	275	275	275	275	5	0	-40	-40	5	0	-40
Avatar of Creation	Avatar of Creation	Members	525	1500	160	10	10	0	20	20	20	20	20	20	20
Avatar of Destruction	Avatar of Destruction	Members	525	1500	160	10	10	0	20	20	20	20	20	20	20
Duke Sucellus - Quest, Asleep	Duke Sucellus Quest, Asleep	Members	538	330	250	215	230	0	210	30	160	400	300	300	300
Duke Sucellus - Quest, Defeated	Duke Sucellus Quest, Defeated	Members	538	330	250	215	230	0	210	30	160	400	300	300	300
Duke Sucellus - Quest, Awake	Duke Sucellus Quest, Awake	Members	538	330	250	215	230	0	210	30	160	400	300	300	300
Tumeken's Warden - Damaged	Tumeken's Warden Damaged	Members	544	880	150	150	150	150	40	40	20	20	20	20	20
Tumeken's Warden - Enraged	Tumeken's Warden Enraged	Members	544	880	150	180	150	150	40	40	20	20	20	20	20
Tumeken's Warden - Invulnerable	Tumeken's Warden Invulnerable	Members	544	880	150	150	150	150	40	40	20	20	20	20	20
Elidinis' Warden - Invulnerable	Elidinis' Warden Invulnerable	Members	544	880	150	150	150	150	40	40	20	20	20	20	20
Elidinis' Warden - Damaged	Elidinis' Warden Damaged	Members	544	880	150	150	150	150	40	40	20	20	20	20	20
Elidinis' Warden - Enraged	Elidinis' Warden Enraged	Members	544	880	150	180	150	150	40	40	20	20	20	20	20
Great Olm - Right claw	Great Olm Right claw	Members	549	600	250	175	87	250	200	200	200	50	200	200	200
Great Olm - Right claw (Challenge Mode)	Great Olm Right claw (Challenge Mode)	Members	549	600	375	262	130	375	200	200	200	50	200	200	200
Vardorvis (Deadman)	Vardorvis (Deadman)	Members	558	1500	200	150	300	0	200	65	85	400	300	300	300
Vardorvis - Quest	Vardorvis Quest	Members	572	500	260		180	0	150	25	50	560	560	560	560
Kree'arra (PvM Arena)	Kree'arra (PvM Arena)	Members	580	255	300	260	200	380	180	180	180	200	200	200	200
Kree'arra	Kree'arra	Members	580	255	300	260	200	380	180	180	180	200	200	200	200
The Whisperer - Quest	The Whisperer Quest	Members	587	660	240	200	130	130	180	300	220	10	300	300	300
The Leviathan - Quest	The Leviathan Quest	Members	593	720	250	200	130	130	200	150	180	220	50	50	25
Commander Zilyana	Commander Zilyana	Members	596	255	280	300	300	250	100	100	100	100	100	100	75
Commander Zilyana (PvM Arena)	Commander Zilyana (PvM Arena)	Members	596	255	280	300	300	250	100	100	100	100	100	100	100
The Inadequacy - Hard	The Inadequacy Hard	Members	600	255	1128	240	1	340	0	0	0	0	0	0	0
Galvek - Fire	Galvek Fire	Members	608	1200	632	188	160	246	80	140	140	280	86	86	86
Galvek - Earth	Galvek Earth	Members	608	1200	632	188	160	246	80	140	140	280	86	86	86
Galvek - Air	Galvek Air	Members	608	1200	632	188	160	246	80	140	140	280	86	86	86
Galvek - Water	Galvek Water	Members	608	1200	632	188	160	246	80	140	140	280	86	86	86
General Graardor	General Graardor	Members	624	255	280	250	80	350	90	90	90	298	90	90	90
General Graardor (PvM Arena)	General Graardor (PvM Arena)	Members	624	255	280	250	80	350	90	90	90	298	90	90	90
The Hueycoatl - Body	The Hueycoatl Body	Members	642	250	150	125	50	50	100	100	0	200	350	350	350
The Hueycoatl - Shielded	The Hueycoatl Shielded	Members	642	2500	150	125	50	50	100	100	0	200	350	350	350
The Hueycoatl - Tail (broken)	The Hueycoatl Tail (broken)	Members	642	400	150	125	50	50	100	100	0	200	350	350	350
The Hueycoatl - Defeated	The Hueycoatl Defeated	Members	642	2500	150	125	50	50	100	100	0	200	350	350	350
The Hueycoatl - Tail	The Hueycoatl Tail	Members	642	400	150	125	50	50	100	100	0	200	350	350	350
The Hueycoatl - Normal	The Hueycoatl Normal	Members	642	2500	150	125	50	50	100	100	0	200	350	350	350
K'ril Tsutsaroth	K'ril Tsutsaroth	Members	650	255	340	270	200	1	80	80	80	130	80	80	80
K'ril Tsutsaroth (PvM Arena)	K'ril Tsutsaroth (PvM Arena)	Members	650	255	340	270	200	1	80	80	80	130	80	80	80
Crystalline Hunllef	Crystalline Hunllef	Members	674	600	240	240	240	240	20	20	20	20	20	20	20
TzTok-Jad	TzTok-Jad	Members	702	250	640	480	480	960	0	0	0	0	0	0	0
TzTok-Jad (PvM Arena)	TzTok-Jad (PvM Arena)	Members	702	250	640	480	480	960	0	0	0	0	0	0	0
Zulrah - Serpentine	Zulrah Serpentine	Members	725	500	1	300	300	300	0	0	0	-45	50	50	50
Zulrah - Tanzanite	Zulrah Tanzanite	Members	725	500	1	300	300	300	0	0	0	300	0	0	0
Zulrah - Magma	Zulrah Magma	Members	725	500	1	300	300	300	0	0	0	0	300	300	300
Vorkath - Post-quest	Vorkath Post-quest	Members	732	750	560	214	150	308	26	108	108	240	26	26	26
Phantom Muspah - Ranged	Phantom Muspah Ranged	Members	741	850	280	200	150	280	185	134	120	437	56	56	56
Phantom Muspah - Shielded	Phantom Muspah Shielded	Members	741	75	280	200	180	336	185	134	120	437	56	56	56
Phantom Muspah - Teleporting	Phantom Muspah Teleporting	Members	741	850	280	200	150	280	185	134	120	437	56	56	56
Phantom Muspah - Melee	Phantom Muspah Melee	Members	741	850	280	200	150	280	185	134	120	34	261	261	261
Phantom Muspah - Post-shield	Phantom Muspah Post-shield	Members	741	850	280	200	179	335	185	134	120	437	56	56	56
Great Olm - Left claw (Challenge Mode)	Great Olm Left claw (Challenge Mode)	Members	750	600	375	262	262	375	50	50	50	200	200	200	200
Great Olm - Left claw	Great Olm Left claw	Members	750	600	250	175	175	250	50	50	50	200	200	200	200
Duke Sucellus - Post-quest, defeated	Duke Sucellus Post-quest, defeated	Members	758	440	300	275	310	0	255	45	190	440	320	320	320
Duke Sucellus - Post-quest, awake	Duke Sucellus Post-quest, awake	Members	758	440	300	275	310	0	255	45	190	440	320	320	320
Duke Sucellus - Post-quest, asleep	Duke Sucellus Post-quest, asleep	Members	758	440	300	275	310	0	255	45	190	440	320	320	320
Vardorvis - Post-quest	Vardorvis Post-quest	Members	784	700	280		215	0	215	65	85	580	580	580	580
Corporeal Beast	Corporeal Beast	Members	785	2000	320	310	350	150	25	200	100	150	230	230	100
The Whisperer - Post-quest	The Whisperer Post-quest	Members	791	900	280	250	180	180	180	300	220	10	300	300	300
The Leviathan - Post-quest	The Leviathan Post-quest	Members	798	900	300	250	160	160	260	190	230	280	50	50	25
Nylocas Vasilias - Normal	Nylocas Vasilias Normal	Members	800	2500	400	50	50	350	0	0	0	0	0	0	0
Nylocas Vasilias - Hard	Nylocas Vasilias Hard	Members	800	2500	400	50	50	350	0	0	0	0	0	0	0
The Nightmare	The Nightmare	Members	814	2400	150	150	150	150	120	180	40	600	600	600	600
Pestilent Bloat - Normal	Pestilent Bloat Normal	Members	870	2000	250	100	150	180	40	20	40	600	800	800	800
Araxxor - Enraged	Araxxor Enraged	Members	890	1020	320	170	218	241	160	75	15	237	218	218	218
Araxxor - In combat	Araxxor In combat	Members	890	1020	320	135	190	210	160	75	15	237	218	218	218
Corrupted Hunllef	Corrupted Hunllef	Members	894	1000	240	240	240	240	20	20	20	20	20	20	20
JalTok-Jad	JalTok-Jad	Members	900	350	750	480	510	1020	0	0	0	0	0	0	0
The Maiden of Sugadinti - 50% Health	The Maiden of Sugadinti 50% Health	Members	940	1750	350	200	350	350	0	0	0	0	0	0	0
The Maiden of Sugadinti - Normal	The Maiden of Sugadinti Normal	Members	940	3500	350	200	350	350	0	0	0	0	0	0	0
The Maiden of Sugadinti - 30% Health	The Maiden of Sugadinti 30% Health	Members	940	1050	350	200	350	350	0	0	0	0	0	0	0
The Maiden of Sugadinti - 70% Health	The Maiden of Sugadinti 70% Health	Members	940	2450	350	200	350	350	0	0	0	0	0	0	0
Xarpus - Normal mode	Xarpus Normal mode	Members	960	5000	1	250	220	100	0	0	0	0	160	160	160
Sotetseg - Normal	Sotetseg Normal	Members	995	4000	250	200	250	250	70	70	70	30	150	150	150
Nex	Nex	Members	1001	3400	315	260	230	350	40	140	60	300	190	190	150
Phosani's Nightmare	Phosani's Nightmare	Members	1024	3200	150	150	150	150	120	180	40	600	600	600	600
Verzik Vitur - Normal mode, Phase 1	Verzik Vitur Normal mode, Phase 1	Members	1040	2000	400	20	400	400	20	20	20	20	20	20	20
Verzik Vitur - Hard mode, Phase 1	Verzik Vitur Hard mode, Phase 1	Members	1040	2000	400	20	400	400	20	20	20	20	20	20	20
Great Olm - Head (Challenge Mode)	Great Olm Head (Challenge Mode)	Members	1043	800	375	225	375	375	200	200	200	200	50	50	50
Great Olm - Head	Great Olm Head	Members	1043	800	250	150	250	250	200	200	200	200	50	50	50
Pestilent Bloat - Hard	Pestilent Bloat Hard	Members	1044	2400	250	100	150	180	40	20	40	600	800	800	800
Duke Sucellus - Awakened, Asleep	Duke Sucellus Awakened, Asleep	Members	1099	1540	435	316	465	0	255	65	190	440	320	320	320
Duke Sucellus - Awakened, Defeated	Duke Sucellus Awakened, Defeated	Members	1099	1540	435	316	465	0	255	65	190	440	320	320	320
Duke Sucellus - Awakened, Awake	Duke Sucellus Awakened, Awake	Members	1099	1540	435	316	465	0	255	65	190	440	320	320	320
The Maiden of Sugadinti - Hard Mode	The Maiden of Sugadinti Hard Mode	Members	1128	3500	350	200	350	350	0	0	0	0	0	0	0
Vardorvis - Awakened	Vardorvis Awakened	Members	1136	1400	420		215	0	215	65	85	580	580	580	580
The Whisperer - Awakened	The Whisperer Awakened	Members	1146	2700	378	300	225	243	180	300	220	10	300	300	300
The Leviathan - Awakened	The Leviathan Awakened	Members	1157	2700	525	287	280	280	260	190	230	280	50	50	25
Xarpus - Hard mode	Xarpus Hard mode	Members	1160	6000	1	200	220	100	0	0	0	0	160	160	160
Sotetseg - Hard	Sotetseg Hard	Members	1195	4000	350	200	250	250	70	70	70	30	150	150	150
Verzik Vitur - Hard mode, Phase 2	Verzik Vitur Hard mode, Phase 2	Members	1265	3500	400	200	400	400	100	60	100	70	250	250	250
Verzik Vitur - Normal mode, Phase 2	Verzik Vitur Normal mode, Phase 2	Members	1265	3500	400	200	400	400	100	60	100	70	250	250	250
Guard (Deadman Mode) - Seers' Village	Guard (Deadman Mode) Seers' Village	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Rellekka	Guard (Deadman Mode) Rellekka	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Falador	Guard (Deadman Mode) Falador	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - East Ardougne	Guard (Deadman Mode) East Ardougne	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Catherby	Guard (Deadman Mode) Catherby	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Gnome guard	Guard (Deadman Mode) Gnome guard	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Fremennik Isles	Guard (Deadman Mode) Fremennik Isles	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Warriors' Guild	Guard (Deadman Mode) Warriors' Guild	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Void Knights' Outpost	Guard (Deadman Mode) Void Knights' Outpost	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Kourend Castle	Guard (Deadman Mode) Kourend Castle	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Varrock	Guard (Deadman Mode) Varrock	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Sophanem	Guard (Deadman Mode) Sophanem	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Yanille	Guard (Deadman Mode) Yanille	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Prifddinas	Guard (Deadman Mode) Prifddinas	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Port Phasmatys	Guard (Deadman Mode) Port Phasmatys	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Guard (Deadman Mode) - Lumbridge	Guard (Deadman Mode) Lumbridge	Members	1337	800	800	300	1	1	8	9	7	0	8	8	8
Unbound JalTok-Jad	Unbound JalTok-Jad	Members	1350	700	1125	600	637	765	0	0	0	0	0	0	0
TzKal-Zuk - Normal	TzKal-Zuk Normal	Members	1400	1200	350	260	150	400	0	0	0	350	100	100	100
TzKal-Zuk - Enraged	TzKal-Zuk Enraged	Members	1400	1200	350	260	150	400	0	0	0	350	100	100	100
Verzik Vitur - Hard mode, Phase 3	Verzik Vitur Hard mode, Phase 3	Members	1520	3500	400	150	300	300	70	30	70	100	230	230	230
Verzik Vitur - Normal mode, Phase 3	Verzik Vitur Normal mode, Phase 3	Members	1520	3500	400	150	300	300	70	30	70	100	230	230	230
Sol Heredit	Sol Heredit	Members	1563	1500	350	200	300	350	65	5	30	750	825	825	825
The Forsaken Assassin	The Forsaken Assassin	Members	252	200	160	160	140	160	60	30	80	200	50	50	50
Lava dragon	Lava dragon	Members	252	230	240	220	1	1	20	90	90	80	70	70	65
Abhorrent spectre	Abhorrent spectre	Members	253	250	1	180	300	1	40	40	40	0	30	30	30
Spawn sharhai	Spawn sharhai	Members	253	200	300	100	20								
Giant Roc - Hard	Giant Roc Hard	Members	257	255	260	100	1	260	0	0	0	150	0	0	0
Corrupted Dragon	Corrupted Dragon	Members	258	100	147	98	98	147	0	0	0	0	0	0	0
Corrupted Bear	Corrupted Bear	Members	258	100	147	98	98	147	0	0	0	0	0	0	0
Corrupted Dark Beast	Corrupted Dark Beast	Members	258	100	147	98	98	147	0	0	0	0	0	0	0
Nylocas Ischyros - Big	Nylocas Ischyros Big	Members	260	22	250	20	20	250	0	0	0	0	0	0	0
Nylocas Hagios - Big	Nylocas Hagios Big	Members	260	22	250	20	20	250	0	0	0	0	0	0	0
Nylocas Toxobolos - Big	Nylocas Toxobolos Big	Members	260	22	250	20	20	250	0	0	0	0	0	0	0
Assassin	Assassin	Members	262	400	140	140	140	140	60	30	80	200	50	50	50
Amoxliatl	Amoxliatl	Members	263	520	0	80	170	0	100	100	40	100	200	200	200
Choke devil	Choke devil	Members	264	300	260	120	1	1	0	0	0	0	0	0	0
Calvar'ion - Enraged	Calvar'ion Enraged	Members	264	150	250	225	178	1	130	128	-10	198	211	211	211
Persten the Deceitful	Persten the Deceitful	Members	264	200	0	130	250	0	70	70	70	200	20	20	20
Calvar'ion - Normal	Calvar'ion Normal	Members	264	150	250	225	178	1	130	128	-10	198	211	211	211
Surok Magis	Surok Magis	Members	265	450	1	160	160	1	30	20	40	0	20	20	20
Shadow Wyrm - Idle	Shadow Wyrm Idle	Members	267	320	300	125	160	125	20	100	100	50	20	20	20
Shadow Wyrm - Attacking	Shadow Wyrm Attacking	Members	267	320	300	125	160	125	20	100	100	50	20	20	20
Brutal blue dragon - Catacombs of Kourend	Brutal blue dragon Catacombs of Kourend	Members	271	245	298	198	198	0	10	70	70	60	50	50	15
Brutal blue dragon - Ruins of Tapoyauik	Brutal blue dragon Ruins of Tapoyauik	Members	271	245	298	198	198	0	10	70	70	60	50	50	15
Mysterious Figure	Mysterious Figure	Members	271	450	120	120	120	120	20	40	60	30	20	20	20
Damis - Second form (hard)	Damis Second form (hard)	Members	272	255	320	160	1	1	100	100	100	80	120	120	120
Kamil - Hard	Kamil Hard	Members	273	255	380	135	1	1	35	60	35	0	0	0	0
Steel dragon - Level 274	Steel dragon Level 274	Members	274	250	235	235	130	1	20	70	70	30	90	90	65
The Untouchable - Normal	The Untouchable Normal	Members	274	90	187	434	1	1	0	0	0	0	0	0	0
Demonic gorilla	Demonic gorilla	Members	275	380	205	200	195	195	0	0	0	50	0	0	0
King Black Dragon (PvM Arena)	King Black Dragon (PvM Arena)	Members	276	240	240	240	240	1	70	90	90	80	70	70	70
King Black Dragon	King Black Dragon	Members	276	240	240	240	240	1	60	90	90	80	70	70	50
Glod - Hard	Glod Hard	Members	276	255	230	110	1	1	105	110	130	125	100	100	100
Deranged archaeologist	Deranged archaeologist	Members	276	200	280	280	1	320	20	20	50	300	300	300	300
Javelin Colossus	Javelin Colossus	Members	278	220	200	190	225	360	15	15	15	20	30	30	30
Insatiable mutated Bloodveld	Insatiable mutated Bloodveld	Members	278	410	250	130	1	1	0	0	0	0	0	0	0
Nuclear smoke devil	Nuclear smoke devil	Members	280	240	240	390	1	280	0	0	0	850	80	80	80
Dreadborn Araxyte	Dreadborn Araxyte	Members	281	350	260	100	100	1	60	30	0	10	100	100	100
Hespori	Hespori	Members	284	300	1	120	126	150	60	20	60	80	80	80	80
Fumus	Fumus	Members	285	500	1	200	200	1	25	100	100	150	50	50	50
Glacies	Glacies	Members	285	500	1	200	200	1	100	100	25	150	50	50	50
Umbra	Umbra	Members	285	500	1	200	200	1	100	100	100	150	25	25	25
Cruor	Cruor	Members	285	500	1	200	200	1	100	25	100	150	50	50	50
Evil Chicken (Nightmare Zone) - Hard	Evil Chicken (Nightmare Zone) Hard	Members	286	240	0	126	400	1	0	0	0	0	0	0	0
